1.6000   1.0000   0.9951   0.9908   0.9874   0.9844   0.9815   0.9787   0.9759   0.9738   0.9729   0.9728   0.9721   0.9715   0.9710   0.9705   0.9701
1.6500   1.0000   0.9952   0.9910   0.9876   0.9847   0.9819   0.9793   0.9768   0.9749   0.9742   0.9742   0.9737   0.9733   0.9728   0.9724   0.9721
1.7000   1.0000   0.9953   0.9912   0.9879   0.9850   0.9824   0.9799   0.9776   0.9760   0.9754   0.9756   0.9753   0.9749   0.9746   0.9743   0.9740
1.7500   1.0000   0.9954   0.9913   0.9881   0.9853   0.9828   0.9805   0.9784   0.9769   0.9766   0.9769   0.9767   0.9765   0.9762   0.9760   0.9757
1.8000   1.0000   0.9954   0.9915   0.9883   0.9856   0.9831   0.9810   0.9791   0.9778   0.9776   0.9782   0.9781   0.9779   0.9778   0.9776   0.9773
1.8500   1.0000   0.9955   0.9916   0.9884   0.9858   0.9835   0.9814   0.9797   0.9787   0.9786   0.9793   0.9793   0.9793   0.9792   0.9791   0.9789
1.9000   1.0000   0.9956   0.9917   0.9886   0.9860   0.9838   0.9819   0.9804   0.9795   0.9796   0.9805   0.9806   0.9807   0.9807   0.9806   0.9804
1.9500   1.0000   0.9956   0.9919   0.9888   0.9863   0.9842   0.9824   0.9811   0.9804   0.9807   0.9817   0.9819   0.9821   0.9822   0.9821   0.9820
2.0000   1.0000   0.9957   0.9921   0.9891   0.9866   0.9846   0.9830   0.9819   0.9814   0.9818   0.9830   0.9834   0.9837   0.9838   0.9838   0.9837
2.0500   1.0000   0.9958   0.9923   0.9893   0.9870   0.9851   0.9837   0.9828   0.9825   0.9831   0.9844   0.9849   0.9853   0.9855   0.9856   0.9855
2.1000   1.0000   0.9960   0.9925   0.9897   0.9874   0.9856   0.9844   0.9837   0.9837   0.9845   0.9860   0.9866   0.9871   0.9874   0.9876   0.9875
2.1500   1.0000   0.9961   0.9928   0.9900   0.9878   0.9862   0.9852   0.9848   0.9850   0.9859   0.9876   0.9884   0.9890   0.9893   0.9895   0.9895
2.2000   1.0000   0.9962   0.9930   0.9903   0.9882   0.9868   0.9859   0.9857   0.9862   0.9873   0.9891   0.9900   0.9907   0.9911   0.9914   0.9914
2.2500   1.0000   0.9964   0.9933   0.9907   0.9887   0.9873   0.9867   0.9867   0.9874   0.9887   0.9906   0.9917   0.9924   0.9930   0.9933   0.9933
2.3000   1.0000   0.9965   0.9935   0.9910   0.9891   0.9879   0.9874   0.9876   0.9885   0.9900   0.9921   0.9932   0.9941   0.9947   0.9951   0.9951
2.3500   1.0000   0.9966   0.9938   0.9913   0.9895   0.9884   0.9881   0.9885   0.9896   0.9913   0.9935   0.9948   0.9957   0.9964   0.9967   0.9968
2.4000   1.0000   0.9967   0.9940   0.9916   0.9898   0.9889   0.9887   0.9894   0.9907   0.9925   0.9948   0.9962   0.9972   0.9980   0.9984   0.9984
2.4500   1.0000   0.9968   0.9942   0.9919   0.9902   0.9893   0.9893   0.9902   0.9917   0.9936   0.9961   0.9976   0.9987   0.9995   0.9999   1.0000
2.5000   1.0000   0.9970   0.9944   0.9922   0.9905   0.9898   0.9899   0.9910   0.9927   0.9947   0.9974   0.9989   1.0001   1.0009   1.0014   1.0015
