0.00000E0   1.00000E0   9.99983E-1   9.99969E-1   9.99956E-1   9.99948E-1   9.99945E-1   9.99948E-1   9.99957E-1   9.99968E-1   9.99978E-1   9.99989E-1   9.99994E-1   9.99997E-1   9.99998E-1   9.99996E-1   9.99992E-1
5.00000E-2   9.02565E-1   9.01856E-1   9.01154E-1   9.00600E-1   8.99982E-1   8.99092E-1   8.97929E-1   8.96492E-1   8.94997E-1   8.93657E-1   8.92329E-1   8.91161E-1   8.90090E-1   8.89115E-1   8.88237E-1   8.87456E-1
1.00000E-1   8.17730E-1   8.16354E-1   8.15009E-1   8.13962E-1   8.12812E-1   8.11158E-1   8.09001E-1   8.06339E-1   8.03588E-1   8.01160E-1   7.98780E-1   7.96677E-1   7.94753E-1   7.93007E-1   7.91441E-1   7.90054E-1
1.50000E-1   7.43224E-1   7.41237E-1   7.39316E-1   7.37839E-1   7.36236E-1   7.33936E-1   7.30938E-1   7.27243E-1   7.23446E-1   7.20144E-1   7.16940E-1   7.14096E-1   7.11501E-1   7.09155E-1   7.07056E-1   7.05205E-1
2.00000E-1   6.77433E-1   6.74901E-1   6.72472E-1   6.70625E-1   6.68640E-1   6.65799E-1   6.62100E-1   6.57544E-1   6.52890E-1   6.48894E-1   6.45053E-1   6.41632E-1   6.38517E-1   6.35708E-1   6.33206E-1   6.31009E-1
2.50000E-1   6.19061E-1   6.16051E-1   6.13184E-1   6.11023E-1   6.08721E-1   6.05432E-1   6.01156E-1   5.95893E-1   5.90543E-1   5.86007E-1   5.81685E-1   5.77822E-1   5.74313E-1   5.71158E-1   5.68356E-1   5.65909E-1
3.00000E-1   5.67058E-1   5.63635E-1   5.60394E-1   5.57971E-1   5.55410E-1   5.51758E-1   5.47014E-1   5.41177E-1   5.35273E-1   5.30326E-1   5.25653E-1   5.21462E-1   5.17664E-1   5.14258E-1   5.11244E-1   5.08624E-1
3.50000E-1   5.20565E-1   5.16790E-1   5.13235E-1   5.10597E-1   5.07829E-1   5.03887E-1   4.98770E-1   4.92478E-1   4.86142E-1   4.80893E-1   4.75977E-1   4.71552E-1   4.67550E-1   4.63972E-1   4.60818E-1   4.58087E-1
4.00000E-1   4.78869E-1   4.74798E-1   4.70984E-1   4.68172E-1   4.65243E-1   4.61076E-1   4.55669E-1   4.49025E-1   4.42362E-1   4.36903E-1   4.31832E-1   4.27252E-1   4.23120E-1   4.19435E-1   4.16197E-1   4.13406E-1
4.50000E-1   4.41367E-1   4.37054E-1   4.33029E-1   4.30082E-1   4.27030E-1   4.22693E-1   4.17070E-1   4.10162E-1   4.03263E-1   3.97670E-1   3.92517E-1   3.87847E-1   3.83643E-1   3.79904E-1   3.76630E-1   3.73822E-1
5.00000E-1   4.07553E-1   4.03043E-1   3.98854E-1   3.95802E-1   3.92661E-1   3.88203E-1   3.82427E-1   3.75334E-1   3.68278E-1   3.62614E-1   3.57437E-1   3.52731E-1   3.48504E-1   3.44754E-1   3.41483E-1   3.38690E-1
5.50000E-1   3.76994E-1   3.72330E-1   3.68014E-1   3.64887E-1   3.61687E-1   3.57150E-1   3.51275E-1   3.44062E-1   3.36914E-1   3.31232E-1   3.26081E-1   3.21383E-1   3.17172E-1   3.13447E-1   3.10208E-1   3.07457E-1
6.00000E-1   3.49317E-1   3.44535E-1   3.40127E-1   3.36951E-1   3.33717E-1   3.29137E-1   3.23209E-1   3.15935E-1   3.08751E-1   3.03095E-1   2.98009E-1   2.93354E-1   2.89191E-1   2.85519E-1   2.82338E-1   2.79648E-1
6.50000E-1   3.24198E-1   3.19333E-1   3.14863E-1   3.11658E-1   3.08413E-1   3.03820E-1   2.97880E-1   2.90593E-1   2.83421E-1   2.77828E-1   2.72838E-1   2.68256E-1   2.64167E-1   2.60570E-1   2.57465E-1   2.54852E-1
7.00000E-1   3.01361E-1   2.96443E-1   2.91938E-1   2.88723E-1   2.85484E-1   2.80905E-1   2.74986E-1   2.67727E-1   2.60608E-1   2.55106E-1   2.50236E-1   2.45751E-1   2.41756E-1   2.38251E-1   2.35237E-1   2.32714E-1
7.50000E-1   2.80562E-1   2.75617E-1   2.71101E-1   2.67892E-1   2.64675E-1   2.60132E-1   2.54263E-1   2.47068E-1   2.40034E-1   2.34647E-1   2.29916E-1   2.25544E-1   2.21659E-1   2.18261E-1   2.15349E-1   2.12924E-1
8.00000E-1   2.61589E-1   2.56637E-1   2.52128E-1   2.48940E-1   2.45757E-1   2.41268E-1   2.35474E-1   2.28373E-1   2.21453E-1   2.16200E-1   2.11624E-1   2.07381E-1   2.03618E-1   2.00335E-1   1.97532E-1   1.95209E-1
8.50000E-1   2.44251E-1   2.39313E-1   2.34831E-1   2.31673E-1   2.28536E-1   2.24118E-1   2.18417E-1   2.11434E-1   2.04650E-1   1.99545E-1   1.95131E-1   1.91026E-1   1.87394E-1   1.84235E-1   1.81549E-1   1.79336E-1
9.00000E-1   2.28384E-1   2.23477E-1   2.19036E-1   2.15919E-1   2.12837E-1   2.08502E-1   2.02911E-1   1.96067E-1   1.89437E-1   1.84490E-1   1.80247E-1   1.76287E-1   1.72792E-1   1.69761E-1   1.67194E-1   1.65091E-1
9.50000E-1   2.13841E-1   2.08980E-1   2.04592E-1   2.01524E-1   1.98505E-1   1.94262E-1   1.88796E-1   1.82106E-1   1.75645E-1   1.70864E-1   1.66796E-1   1.62987E-1   1.59632E-1   1.56731E-1   1.54284E-1   1.52290E-1
