0.133333 2
1.06667 90 1.04088
1.2 0 1.03905
1.2 2 1.03905
1.2 4 1.03905
1.2 6 1.03905
1.2 8 1.03905
1.2 10 1.03905
1.2 12 1.03905
1.2 14 1.03905
1.2 16 1.03905
1.2 18 1.03905
1.2 20 1.03905
1.2 22 1.03905
1.2 24 1.03906
1.2 26 1.03906
1.2 28 1.03906
1.2 30 1.03906
1.2 32 1.03906
1.2 34 1.03906
1.2 36 1.03906
1.2 38 1.03906
1.2 40 1.03906
1.2 42 1.03906
1.2 44 1.03906
1.2 46 1.03907
1.2 48 1.03907
1.2 50 1.03907
1.2 52 1.03907
1.2 54 1.03907
1.2 56 1.03907
1.2 58 1.03907
1.2 60 1.03907
1.2 62 1.03907
1.2 64 1.03907
1.2 66 1.03907
1.2 68 1.03907
1.2 70 1.03907
1.2 72 1.03907
1.2 74 1.03907
1.2 76 1.03907
1.2 78 1.03907
1.2 80 1.03907
1.2 82 1.03907
1.2 84 1.03907
1.2 86 1.03907
1.2 88 1.03907
1.2 90 1.03907
1.33333 0 1.03682
1.33333 2 1.03682
1.33333 4 1.03682
1.33333 6 1.03682
1.33333 8 1.03682
1.33333 10 1.03683
1.33333 12 1.03683
1.33333 14 1.03683
1.33333 16 1.03683
1.33333 18 1.03683
1.33333 20 1.03683
1.33333 22 1.03683
1.33333 24 1.03683
1.33333 26 1.03683
1.33333 28 1.03684
1.33333 30 1.03684
1.33333 32 1.03684
1.33333 34 1.03684
1.33333 36 1.03684
1.33333 38 1.03684
1.33333 40 1.03684
1.33333 42 1.03684
1.33333 44 1.03684
1.33333 46 1.03684
1.33333 48 1.03685
1.33333 50 1.03685
1.33333 52 1.03685
1.33333 54 1.03685
1.33333 56 1.03685
1.33333 58 1.03685
1.33333 60 1.03685
1.33333 62 1.03685
1.33333 64 1.03685
1.33333 66 1.03685
1.33333 68 1.03685
1.33333 70 1.03685
1.33333 72 1.03685
1.33333 74 1.03685
1.33333 76 1.03685
1.33333 78 1.03685
1.33333 80 1.03685
1.33333 82 1.03685
1.33333 84 1.03685
1.33333 86 1.03685
1.33333 88 1.03685
1.33333 90 1.03685
1.46667 0 1.03419
1.46667 2 1.03419
1.46667 4 1.03419
1.46667 6 1.03419
1.46667 8 1.03419
1.46667 10 1.0342
1.46667 12 1.0342
1.46667 14 1.0342
1.46667 16 1.0342
1.46667 18 1.0342
1.46667 20 1.0342
1.46667 22 1.0342
1.46667 24 1.0342
1.46667 26 1.03421
1.46667 28 1.03421
1.46667 30 1.03421
1.46667 32 1.03421
1.46667 34 1.03421
1.46667 36 1.03421
1.46667 38 1.03421
1.46667 40 1.03422
1.46667 42 1.03422
1.46667 44 1.03422
1.46667 46 1.03422
1.46667 48 1.03422
1.46667 50 1.03422
1.46667 52 1.03422
1.46667 54 1.03422
1.46667 56 1.03422
1.46667 58 1.03422
1.46667 60 1.03422
1.46667 62 1.03422
1.46667 64 1.03422
1.46667 66 1.03422
1.46667 68 1.03423
1.46667 70 1.03423
1.46667 72 1.03423
1.46667 74 1.03423
1.46667 76 1.03423
1.46667 78 1.03423
1.46667 80 1.03423
1.46667 82 1.03423
1.46667 84 1.03423
1.46667 86 1.03423
1.46667 88 1.03423
1.46667 90 1.03423
1.6 0 1.03119
1.6 2 1.03119
1.6 4 1.03119
1.6 6 1.03119
1.6 8 1.03119
1.6 10 1.03119
1.6 12 1.03119
1.6 14 1.0312
1.6 16 1.0312
1.6 18 1.0312
1.6 20 1.0312
1.6 22 1.0312
1.6 24 1.0312
1.6 26 1.03121
1.6 28 1.03121
1.6 30 1.03121
1.6 32 1.03121
1.6 34 1.03121
1.6 36 1.03121
1.6 38 1.03121
1.6 40 1.03121
1.6 42 1.03122
1.6 44 1.03122
1.6 46 1.03122
1.6 48 1.03122
1.6 50 1.03122
1.6 52 1.03122
1.6 54 1.03122
1.6 56 1.03122
1.6 58 1.03122
1.6 60 1.03122
1.6 62 1.03122
1.6 64 1.03123
1.6 66 1.03123
1.6 68 1.03123
1.6 70 1.03123
1.6 72 1.03123
1.6 74 1.03123
1.6 76 1.03123
1.6 78 1.03123
1.6 80 1.03123
1.6 82 1.03123
1.6 84 1.03124
1.6 86 1.03124
1.6 88 1.03124
1.6 90 1.03124
1.73333 0 1.02787
1.73333 2 1.02787
1.73333 4 1.02787
1.73333 6 1.02787
1.73333 8 1.02787
1.73333 10 1.02787
1.73333 12 1.02787
1.73333 14 1.02787
1.73333 16 1.02788
1.73333 18 1.02788
1.73333 20 1.02788
1.73333 22 1.02788
1.73333 24 1.02788
1.73333 26 1.02789
1.73333 28 1.02789
1.73333 30 1.02789
1.73333 32 1.02789
1.73333 34 1.02789
1.73333 36 1.02789
1.73333 38 1.02789
1.73333 40 1.0279
1.73333 42 1.0279
1.73333 44 1.0279
1.73333 46 1.0279
1.73333 48 1.0279
1.73333 50 1.0279
1.73333 52 1.0279
1.73333 54 1.0279
1.73333 56 1.0279
1.73333 58 1.02791
1.73333 60 1.02791
1.73333 62 1.02791
1.73333 64 1.02791
1.73333 66 1.02791
1.73333 68 1.02791
1.73333 70 1.02792
1.73333 72 1.02792
1.73333 74 1.02792
1.73333 76 1.02792
1.73333 78 1.02792
1.73333 80 1.02792
1.73333 82 1.02793
1.73333 84 1.02793
1.73333 86 1.02793
1.73333 88 1.02793
1.73333 90 1.02793
1.86667 0 1.0243
1.86667 2 1.0243
1.86667 4 1.0243
1.86667 6 1.0243
1.86667 8 1.0243
1.86667 10 1.0243
1.86667 12 1.02431
1.86667 14 1.02431
1.86667 16 1.02431
1.86667 18 1.02431
1.86667 20 1.02431
1.86667 22 1.02432
1.86667 24 1.02432
1.86667 26 1.02432
1.86667 28 1.02432
1.86667 30 1.02432
1.86667 32 1.02432
1.86667 34 1.02433
1.86667 36 1.02433
1.86667 38 1.02433
1.86667 40 1.02433
1.86667 42 1.02433
1.86667 44 1.02433
1.86667 46 1.02433
1.86667 48 1.02433
1.86667 50 1.02434
1.86667 52 1.02434
1.86667 54 1.02434
1.86667 56 1.02434
1.86667 58 1.02434
1.86667 60 1.02435
1.86667 62 1.02435
1.86667 64 1.02435
1.86667 66 1.02435
1.86667 68 1.02436
1.86667 70 1.02436
1.86667 72 1.02436
1.86667 74 1.02437
1.86667 76 1.02437
1.86667 78 1.02437
1.86667 80 1.02437
1.86667 82 1.02438
1.86667 84 1.02438
1.86667 86 1.02438
1.86667 88 1.02438
1.86667 90 1.02438
2 0 1.02057
2 2 1.02057
2 4 1.02057
2 6 1.02057
2 8 1.02057
2 10 1.02058
2 12 1.02058
2 14 1.02058
2 16 1.02058
2 18 1.02058
2 20 1.02059
2 22 1.02059
2 24 1.02059
2 26 1.02059
2 28 1.02059
2 30 1.0206
2 32 1.0206
2 34 1.0206
2 36 1.0206
2 38 1.0206
2 40 1.0206
2 42 1.0206
2 44 1.02061
2 46 1.02061
2 48 1.02061
2 50 1.02061
2 52 1.02061
2 54 1.02062
2 56 1.02062
2 58 1.02062
2 60 1.02063
2 62 1.02063
2 64 1.02064
2 66 1.02064
2 68 1.02064
2 70 1.02065
2 72 1.02065
2 74 1.02066
2 76 1.02066
2 78 1.02067
2 80 1.02067
2 82 1.02068
2 84 1.02068
2 86 1.02068
2 88 1.02068
2 90 1.02068
2.13333 0 1.01677
2.13333 2 1.01678
2.13333 4 1.01678
2.13333 6 1.01678
2.13333 8 1.01678
2.13333 10 1.01678
2.13333 12 1.01678
2.13333 14 1.01678
2.13333 16 1.01679
2.13333 18 1.01679
2.13333 20 1.01679
2.13333 22 1.01679
2.13333 24 1.0168
2.13333 26 1.0168
2.13333 28 1.0168
2.13333 30 1.0168
2.13333 32 1.0168
2.13333 34 1.0168
2.13333 36 1.01681
2.13333 38 1.01681
2.13333 40 1.01681
2.13333 42 1.01681
2.13333 44 1.01681
2.13333 46 1.01681
2.13333 48 1.01682
2.13333 50 1.01682
2.13333 52 1.01682
2.13333 54 1.01683
2.13333 56 1.01683
2.13333 58 1.01684
2.13333 60 1.01684
2.13333 62 1.01685
2.13333 64 1.01685
2.13333 66 1.01686
2.13333 68 1.01687
2.13333 70 1.01688
2.13333 72 1.01688
2.13333 74 1.01689
2.13333 76 1.0169
2.13333 78 1.0169
2.13333 80 1.01691
2.13333 82 1.01692
2.13333 84 1.01692
2.13333 86 1.01692
2.13333 88 1.01692
2.13333 90 1.01692
2.26667 0 1.013
2.26667 2 1.013
2.26667 4 1.013
2.26667 6 1.013
2.26667 8 1.013
2.26667 10 1.01301
2.26667 12 1.01301
2.26667 14 1.01301
2.26667 16 1.01301
2.26667 18 1.01302
2.26667 20 1.01302
2.26667 22 1.01302
2.26667 24 1.01302
2.26667 26 1.01302
2.26667 28 1.01303
2.26667 30 1.01303
2.26667 32 1.01303
2.26667 34 1.01303
2.26667 36 1.01303
2.26667 38 1.01303
2.26667 40 1.01304
2.26667 42 1.01304
2.26667 44 1.01304
2.26667 46 1.01304
2.26667 48 1.01305
2.26667 50 1.01305
2.26667 52 1.01305
2.26667 54 1.01306
2.26667 56 1.01307
2.26667 58 1.01307
2.26667 60 1.01308
2.26667 62 1.01309
2.26667 64 1.0131
2.26667 66 1.01311
2.26667 68 1.01312
2.26667 70 1.01313
2.26667 72 1.01314
2.26667 74 1.01315
2.26667 76 1.01316
2.26667 78 1.01317
2.26667 80 1.01318
2.26667 82 1.01319
2.26667 84 1.01319
2.26667 86 1.0132
2.26667 88 1.0132
2.26667 90 1.0132
2.4 0 1.00933
2.4 2 1.00934
2.4 4 1.00934
2.4 6 1.00934
2.4 8 1.00934
2.4 10 1.00934
2.4 12 1.00934
2.4 14 1.00935
2.4 16 1.00935
2.4 18 1.00935
2.4 20 1.00935
2.4 22 1.00935
2.4 24 1.00936
2.4 26 1.00936
2.4 28 1.00936
2.4 30 1.00936
2.4 32 1.00936
2.4 34 1.00936
2.4 36 1.00937
2.4 38 1.00937
2.4 40 1.00937
2.4 42 1.00937
2.4 44 1.00938
2.4 46 1.00938
2.4 48 1.00938
2.4 50 1.00939
2.4 52 1.0094
2.4 54 1.0094
2.4 56 1.00941
2.4 58 1.00942
2.4 60 1.00943
2.4 62 1.00945
2.4 64 1.00946
2.4 66 1.00947
2.4 68 1.00949
2.4 70 1.0095
2.4 72 1.00951
2.4 74 1.00953
2.4 76 1.00954
2.4 78 1.00955
2.4 80 1.00956
2.4 82 1.00957
2.4 84 1.00958
2.4 86 1.00958
2.4 88 1.00959
2.4 90 1.00959
2.53333 0 1.00585
2.53333 2 1.00585
2.53333 4 1.00585
2.53333 6 1.00585
2.53333 8 1.00585
2.53333 10 1.00586
2.53333 12 1.00586
2.53333 14 1.00586
2.53333 16 1.00586
2.53333 18 1.00586
2.53333 20 1.00587
2.53333 22 1.00587
2.53333 24 1.00587
2.53333 26 1.00587
2.53333 28 1.00587
2.53333 30 1.00588
2.53333 32 1.00588
2.53333 34 1.00588
2.53333 36 1.00588
2.53333 38 1.00588
2.53333 40 1.00588
2.53333 42 1.00589
2.53333 44 1.00589
2.53333 46 1.0059
2.53333 48 1.0059
2.53333 50 1.00591
2.53333 52 1.00592
2.53333 54 1.00593
2.53333 56 1.00594
2.53333 58 1.00595
2.53333 60 1.00597
2.53333 62 1.00598
2.53333 64 1.006
2.53333 66 1.00602
2.53333 68 1.00604
2.53333 70 1.00605
2.53333 72 1.00607
2.53333 74 1.00609
2.53333 76 1.0061
2.53333 78 1.00612
2.53333 80 1.00613
2.53333 82 1.00614
2.53333 84 1.00615
2.53333 86 1.00616
2.53333 88 1.00616
2.53333 90 1.00616
2.66667 0 1.0026
2.66667 2 1.0026
2.66667 4 1.00261
2.66667 6 1.00261
2.66667 8 1.00261
2.66667 10 1.00261
2.66667 12 1.00261
2.66667 14 1.00261
2.66667 16 1.00262
2.66667 18 1.00262
2.66667 20 1.00262
2.66667 22 1.00262
2.66667 24 1.00262
2.66667 26 1.00263
2.66667 28 1.00263
2.66667 30 1.00263
2.66667 32 1.00263
2.66667 34 1.00263
2.66667 36 1.00263
2.66667 38 1.00264
2.66667 40 1.00264
2.66667 42 1.00264
2.66667 44 1.00265
2.66667 46 1.00265
2.66667 48 1.00266
2.66667 50 1.00267
2.66667 52 1.00268
2.66667 54 1.0027
2.66667 56 1.00271
2.66667 58 1.00273
2.66667 60 1.00275
2.66667 62 1.00276
2.66667 64 1.00279
2.66667 66 1.00281
2.66667 68 1.00283
2.66667 70 1.00285
2.66667 72 1.00287
2.66667 74 1.00289
2.66667 76 1.00291
2.66667 78 1.00293
2.66667 80 1.00294
2.66667 82 1.00295
2.66667 84 1.00297
2.66667 86 1.00297
2.66667 88 1.00298
2.66667 90 1.00298
2.8 0 0.999641
2.8 2 0.999642
2.8 4 0.999642
2.8 6 0.999644
2.8 8 0.999645
2.8 10 0.999647
2.8 12 0.999649
2.8 14 0.999651
2.8 16 0.999654
2.8 18 0.999656
2.8 20 0.999658
2.8 22 0.999659
2.8 24 0.999661
2.8 26 0.999662
2.8 28 0.999664
2.8 30 0.999665
2.8 32 0.999667
2.8 34 0.999668
2.8 36 0.99967
2.8 38 0.999673
2.8 40 0.999677
2.8 42 0.999682
2.8 44 0.999688
2.8 46 0.999696
2.8 48 0.999705
2.8 50 0.999717
2.8 52 0.999731
2.8 54 0.999746
2.8 56 0.999764
2.8 58 0.999784
2.8 60 0.999805
2.8 62 0.999828
2.8 64 0.999852
2.8 66 0.999876
2.8 68 0.999901
2.8 70 0.999925
2.8 72 0.999949
2.8 74 0.999972
2.8 76 0.999994
2.8 78 1.00001
2.8 80 1.00003
2.8 82 1.00004
2.8 84 1.00006
2.8 86 1.00006
2.8 88 1.00007
2.8 90 1.00007
2.93333 0 0.996987
2.93333 2 0.996987
2.93333 4 0.996988
2.93333 6 0.996989
2.93333 8 0.996991
2.93333 10 0.996993
2.93333 12 0.996995
2.93333 14 0.996997
2.93333 16 0.996999
2.93333 18 0.997001
2.93333 20 0.997002
2.93333 22 0.997004
2.93333 24 0.997005
2.93333 26 0.997007
2.93333 28 0.997008
2.93333 30 0.997009
2.93333 32 0.997011
2.93333 34 0.997013
2.93333 36 0.997015
2.93333 38 0.997018
2.93333 40 0.997023
2.93333 42 0.997029
2.93333 44 0.997036
2.93333 46 0.997046
2.93333 48 0.997057
2.93333 50 0.997071
2.93333 52 0.997087
2.93333 54 0.997105
2.93333 56 0.997125
2.93333 58 0.997148
2.93333 60 0.997172
2.93333 62 0.997198
2.93333 64 0.997224
2.93333 66 0.997252
2.93333 68 0.997279
2.93333 70 0.997306
2.93333 72 0.997332
2.93333 74 0.997357
2.93333 76 0.99738
2.93333 78 0.997401
2.93333 80 0.99742
2.93333 82 0.997436
2.93333 84 0.997448
2.93333 86 0.997457
2.93333 88 0.997463
2.93333 90 0.997464
3.06667 0 0.994652
3.06667 2 0.994652
3.06667 4 0.994653
3.06667 6 0.994654
3.06667 8 0.994656
3.06667 10 0.994657
3.06667 12 0.994659
3.06667 14 0.994661
3.06667 16 0.994663
3.06667 18 0.994665
3.06667 20 0.994666
3.06667 22 0.994668
3.06667 24 0.994669
3.06667 26 0.99467
3.06667 28 0.994671
3.06667 30 0.994672
3.06667 32 0.994674
3.06667 34 0.994676
3.06667 36 0.994679
3.06667 38 0.994683
3.06667 40 0.994688
3.06667 42 0.994695
3.06667 44 0.994703
3.06667 46 0.994714
3.06667 48 0.994727
3.06667 50 0.994743
3.06667 52 0.994761
3.06667 54 0.994781
3.06667 56 0.994804
3.06667 58 0.994829
3.06667 60 0.994855
3.06667 62 0.994883
3.06667 64 0.994912
3.06667 66 0.994941
3.06667 68 0.99497
3.06667 70 0.994998
3.06667 72 0.995026
3.06667 74 0.995052
3.06667 76 0.995076
3.06667 78 0.995098
3.06667 80 0.995118
3.06667 82 0.995134
3.06667 84 0.995147
3.06667 86 0.995156
3.06667 88 0.995162
3.06667 90 0.995164
3.2 0 0.992633
3.2 2 0.992633
3.2 4 0.992634
3.2 6 0.992635
3.2 8 0.992636
3.2 10 0.992638
3.2 12 0.992639
3.2 14 0.992641
3.2 16 0.992643
3.2 18 0.992644
3.2 20 0.992646
3.2 22 0.992647
3.2 24 0.992648
3.2 26 0.992649
3.2 28 0.99265
3.2 30 0.992651
3.2 32 0.992653
3.2 34 0.992655
3.2 36 0.992659
3.2 38 0.992663
3.2 40 0.992669
3.2 42 0.992677
3.2 44 0.992687
3.2 46 0.992699
3.2 48 0.992713
3.2 50 0.99273
3.2 52 0.99275
3.2 54 0.992772
3.2 56 0.992796
3.2 58 0.992822
3.2 60 0.99285
3.2 62 0.992879
3.2 64 0.992909
3.2 66 0.992939
3.2 68 0.992969
3.2 70 0.992998
3.2 72 0.993026
3.2 74 0.993052
3.2 76 0.993077
3.2 78 0.993099
3.2 80 0.993118
3.2 82 0.993134
3.2 84 0.993147
3.2 86 0.993156
3.2 88 0.993162
3.2 90 0.993164
3.33333 0 0.990916
3.33333 2 0.990916
3.33333 4 0.990916
3.33333 6 0.990917
3.33333 8 0.990919
3.33333 10 0.99092
3.33333 12 0.990922
3.33333 14 0.990923
3.33333 16 0.990925
3.33333 18 0.990926
3.33333 20 0.990927
3.33333 22 0.990928
3.33333 24 0.990929
3.33333 26 0.99093
3.33333 28 0.990931
3.33333 30 0.990932
3.33333 32 0.990934
3.33333 34 0.990937
3.33333 36 0.99094
3.33333 38 0.990945
3.33333 40 0.990952
3.33333 42 0.99096
3.33333 44 0.990971
3.33333 46 0.990984
3.33333 48 0.991
3.33333 50 0.991018
3.33333 52 0.991038
3.33333 54 0.991061
3.33333 56 0.991086
3.33333 58 0.991113
3.33333 60 0.991141
3.33333 62 0.991171
3.33333 64 0.991201
3.33333 66 0.99123
3.33333 68 0.99126
3.33333 70 0.991289
3.33333 72 0.991317
3.33333 74 0.991342
3.33333 76 0.991366
3.33333 78 0.991388
3.33333 80 0.991406
3.33333 82 0.991422
3.33333 84 0.991434
3.33333 86 0.991443
3.33333 88 0.991449
3.33333 90 0.991451
3.46667 0 0.989478
3.46667 2 0.989478
3.46667 4 0.989479
3.46667 6 0.98948
3.46667 8 0.989481
3.46667 10 0.989482
3.46667 12 0.989483
3.46667 14 0.989485
3.46667 16 0.989486
3.46667 18 0.989487
3.46667 20 0.989488
3.46667 22 0.989489
3.46667 24 0.98949
3.46667 26 0.989491
3.46667 28 0.989492
3.46667 30 0.989493
3.46667 32 0.989495
3.46667 34 0.989498
3.46667 36 0.989502
