0.133333 2
0 0 1.16306
0 2 1.16306
0 4 1.16306
0 6 1.16306
0 8 1.16306
0 10 1.16306
0 12 1.16306
0 14 1.16306
0 16 1.16306
0 18 1.16306
0 20 1.16306
0 22 1.16306
0 24 1.16306
0 26 1.16306
0 28 1.16306
0 30 1.16306
0 32 1.16306
0 34 1.16306
0 36 1.16306
0 38 1.16306
0 40 1.16306
0 42 1.16306
0 44 1.16306
0 46 1.16306
0 48 1.16306
0 50 1.16306
0 52 1.16306
0 54 1.16306
0 56 1.16306
0 58 1.16306
0 60 1.16306
0 62 1.16306
0 64 1.16306
0 66 1.16306
0 68 1.16306
0 70 1.16306
0 72 1.16306
0 74 1.16306
0 76 1.16306
0 78 1.16306
0 80 1.16306
0 82 1.16306
0 84 1.16306
0 86 1.16306
0 88 1.16306
0 90 1.16306
0.133333 0 1.16145
0.133333 2 1.16145
0.133333 4 1.16145
0.133333 6 1.16145
0.133333 8 1.16145
0.133333 10 1.16145
0.133333 12 1.16145
0.133333 14 1.16145
0.133333 16 1.16145
0.133333 18 1.16145
0.133333 20 1.16145
0.133333 22 1.16145
0.133333 24 1.16145
0.133333 26 1.16145
0.133333 28 1.16145
0.133333 30 1.16145
0.133333 32 1.16145
0.133333 34 1.16145
0.133333 36 1.16145
0.133333 38 1.16145
0.133333 40 1.16145
0.133333 42 1.16145
0.133333 44 1.16145
0.133333 46 1.16145
0.133333 48 1.16145
0.133333 50 1.16145
0.133333 52 1.16145
0.133333 54 1.16145
0.133333 56 1.16145
0.133333 58 1.16145
0.133333 60 1.16145
0.133333 62 1.16145
0.133333 64 1.16145
0.133333 66 1.16145
0.133333 68 1.16145
0.133333 70 1.16145
0.133333 72 1.16145
0.133333 74 1.16145
0.133333 76 1.16145
0.133333 78 1.16145
0.133333 80 1.16145
0.133333 82 1.16145
0.133333 84 1.16145
0.133333 86 1.16145
0.133333 88 1.16145
0.133333 90 1.16145
0.266667 0 1.15669
0.266667 2 1.15669
0.266667 4 1.15669
0.266667 6 1.15669
0.266667 8 1.15669
0.266667 10 1.15669
0.266667 12 1.15669
0.266667 14 1.15669
0.266667 16 1.15669
0.266667 18 1.15669
0.266667 20 1.15669
0.266667 22 1.15669
0.266667 24 1.15669
0.266667 26 1.15669
0.266667 28 1.15669
0.266667 30 1.15669
0.266667 32 1.15669
0.266667 34 1.15669
0.266667 36 1.15669
0.266667 38 1.15669
0.266667 40 1.15669
0.266667 42 1.15669
0.266667 44 1.15669
0.266667 46 1.15669
0.266667 48 1.15669
0.266667 50 1.15669
0.266667 52 1.15669
0.266667 54 1.15669
0.266667 56 1.15669
0.266667 58 1.15669
0.266667 60 1.15669
0.266667 62 1.15669
0.266667 64 1.15669
0.266667 66 1.15669
0.266667 68 1.15669
0.266667 70 1.15669
0.266667 72 1.15669
0.266667 74 1.15669
0.266667 76 1.15669
0.266667 78 1.15669
0.266667 80 1.15669
0.266667 82 1.15669
0.266667 84 1.15669
0.266667 86 1.15669
0.266667 88 1.15669
0.266667 90 1.15669
0.4 0 1.14904
0.4 2 1.14904
0.4 4 1.14904
0.4 6 1.14904
0.4 8 1.14904
0.4 10 1.14904
0.4 12 1.14904
0.4 14 1.14904
0.4 16 1.14904
0.4 18 1.14904
0.4 20 1.14904
0.4 22 1.14904
0.4 24 1.14904
0.4 26 1.14904
0.4 28 1.14904
0.4 30 1.14904
0.4 32 1.14904
0.4 34 1.14904
0.4 36 1.14904
0.4 38 1.14904
0.4 40 1.14904
0.4 42 1.14904
0.4 44 1.14904
0.4 46 1.14904
0.4 48 1.14905
0.4 50 1.14905
0.4 52 1.14905
0.4 54 1.14905
0.4 56 1.14905
0.4 58 1.14905
0.4 60 1.14905
0.4 62 1.14905
0.4 64 1.14905
0.4 66 1.14905
0.4 68 1.14905
0.4 70 1.14905
0.4 72 1.14905
0.4 74 1.14905
0.4 76 1.14905
0.4 78 1.14905
0.4 80 1.14905
0.4 82 1.14905
0.4 84 1.14905
0.4 86 1.14905
0.4 88 1.14905
0.4 90 1.14905
0.533333 0 1.13889
0.533333 2 1.13889
0.533333 4 1.13889
0.533333 6 1.13889
0.533333 8 1.13889
0.533333 10 1.13889
0.533333 12 1.13889
0.533333 14 1.13889
0.533333 16 1.13889
0.533333 18 1.13889
0.533333 20 1.13889
0.533333 22 1.13889
0.533333 24 1.13889
0.533333 26 1.13889
0.533333 28 1.13889
0.533333 30 1.13889
0.533333 32 1.13889
0.533333 34 1.13889
0.533333 36 1.13889
0.533333 38 1.1389
0.533333 40 1.1389
0.533333 42 1.1389
0.533333 44 1.1389
0.533333 46 1.1389
0.533333 48 1.1389
0.533333 50 1.1389
0.533333 52 1.1389
0.533333 54 1.1389
0.533333 56 1.1389
0.533333 58 1.1389
0.533333 60 1.1389
0.533333 62 1.1389
0.533333 64 1.1389
0.533333 66 1.13891
0.533333 68 1.13891
0.533333 70 1.13891
0.533333 72 1.13891
0.533333 74 1.13891
0.533333 76 1.13891
0.533333 78 1.13891
0.533333 80 1.13891
0.533333 82 1.13891
0.533333 84 1.13891
0.533333 86 1.13891
0.533333 88 1.13891
0.533333 90 1.13891
0.666667 0 1.12673
0.666667 2 1.12673
0.666667 4 1.12673
0.666667 6 1.12673
0.666667 8 1.12673
0.666667 10 1.12673
0.666667 12 1.12673
0.666667 14 1.12673
0.666667 16 1.12673
0.666667 18 1.12673
0.666667 20 1.12673
0.666667 22 1.12673
0.666667 24 1.12673
0.666667 26 1.12673
0.666667 28 1.12674
0.666667 30 1.12674
0.666667 32 1.12674
0.666667 34 1.12674
0.666667 36 1.12674
0.666667 38 1.12674
0.666667 40 1.12674
0.666667 42 1.12674
0.666667 44 1.12674
0.666667 46 1.12674
0.666667 48 1.12675
0.666667 50 1.12675
0.666667 52 1.12675
0.666667 54 1.12675
0.666667 56 1.12675
0.666667 58 1.12675
0.666667 60 1.12675
0.666667 62 1.12675
0.666667 64 1.12675
0.666667 66 1.12675
0.666667 68 1.12676
0.666667 70 1.12676
0.666667 72 1.12676
0.666667 74 1.12676
0.666667 76 1.12676
0.666667 78 1.12676
0.666667 80 1.12676
0.666667 82 1.12676
0.666667 84 1.12676
0.666667 86 1.12676
0.666667 88 1.12676
0.666667 90 1.12676
0.8 0 1.11311
0.8 2 1.11311
0.8 4 1.11311
0.8 6 1.11311
0.8 8 1.11311
0.8 10 1.11311
0.8 12 1.11311
0.8 14 1.11311
0.8 16 1.11311
0.8 18 1.11311
0.8 20 1.11311
0.8 22 1.11311
0.8 24 1.11311
0.8 26 1.11312
0.8 28 1.11312
0.8 30 1.11312
0.8 32 1.11312
0.8 34 1.11312
0.8 36 1.11312
0.8 38 1.11312
0.8 40 1.11313
0.8 42 1.11313
0.8 44 1.11313
0.8 46 1.11313
0.8 48 1.11313
0.8 50 1.11313
0.8 52 1.11313
0.8 54 1.11314
0.8 56 1.11314
0.8 58 1.11314
0.8 60 1.11314
0.8 62 1.11314
0.8 64 1.11314
0.8 66 1.11315
0.8 68 1.11315
0.8 70 1.11315
0.8 72 1.11315
0.8 74 1.11315
0.8 76 1.11315
0.8 78 1.11315
0.8 80 1.11316
0.8 82 1.11316
0.8 84 1.11316
0.8 86 1.11316
0.8 88 1.11316
0.8 90 1.11316
0.933333 0 1.09858
0.933333 2 1.09858
0.933333 4 1.09858
0.933333 6 1.09858
0.933333 8 1.09858
0.933333 10 1.09858
0.933333 12 1.09858
0.933333 14 1.09859
0.933333 16 1.09859
0.933333 18 1.09859
0.933333 20 1.09859
0.933333 22 1.09859
