Measurement			
2			
Q2			
1.8			
W			
1.25			
Ps			
300			
Bin	F2n*Pp	StErr	SysErr
0.025	0.026399	0.001035	0.003595
0.075	0.027203	0.001013	0.003693
0.125	0.028726	0.000962	0.003892
0.175	0.031445	0.000944	0.004243
0.225	0.035702	0.000959	0.00479
0.275	0.037644	0.000937	0.00508
0.325	0.03637	0.000874	0.004908
0.375	0.039156	0.00086	0.005284
0.425	0.040291	0.000827	0.005437
0.475	0.040986	0.000832	0.005531
0.525	0.045949	0.000925	0.006201
0.575	0.047122	0.000994	0.006359
0.625	0.051815	0.001113	0.006992
0.675	0.047096	0.00113	0.006356
End			
Measurement			
26			
Q2			
1.8			
W			
1.25			
Ps			
390			
Bin	F2n*Pp	StErr	SysErr
-0.975	0	0	0.000359
-0.925	0	0	0.000373
-0.875	0	0	0.000386
-0.825	0.001317	0.001408	0.000427
-0.775	0.001756	0.000741	0.000459
-0.725	0.001988	0.00065	0.000483
-0.675	0.002054	0.000555	0.000486
-0.625	0.002965	0.000753	0.000534
-0.575	0.003481	0.000785	0.000569
-0.525	0.004211	0.00081	0.000709
-0.475	0.00088	0.000444	0.000499
-0.425	0.003645	0.000789	0.00069
-0.375	0.004282	0.000749	0.000729
-0.325	0.005231	0.000943	0.000886
-0.275	0.004571	0.00081	0.00083
-0.225	0.004039	0.000795	0.000755
-0.175	0.004986	0.000982	0.000864
-0.125	0.006879	0.001065	0.001194
-0.075	0.006652	0.001079	0.00122
-0.025	0.006704	0.001076	0.001224
0.025	0.012094	0.001464	0.002071
0.075	0.008789	0.001178	0.001464
0.125	0.009253	0.00136	0.001553
0.175	0.008401	0.001465	0.001423
0.225	0.012355	0.001873	0.002114
0.275	0.010935	0.002038	0.001881
0.325	0.010564	0.002098	0.001817
0.375	0.012736	0.002164	0.002191
0.425	0.015048	0.002243	0.002588
0.475	0.013729	0.002403	0.002361
0.525	0.016095	0.002746	0.002768
0.575	0.010166	0.00197	0.001749
0.625	0.014103	0.002682	0.002426
0.675	0.015924	0.002925	0.002739
End			
Measurement			
27			
Q2			
1.8			
W			
1.5			
Ps			
390			
Bin	F2n*Pp	StErr	SysErr
-0.975	0	0	0.000423
-0.925	0	0	0.000439
-0.875	0	0	0.000455
-0.825	0	0	0.00047
-0.775	0.00393	0.001185	0.000543
-0.725	0.002672	0.000786	0.000516
-0.675	0.003329	0.000675	0.000543
-0.625	0.002119	0.000519	0.00054
-0.575	0.003795	0.000664	0.000573
-0.525	0.004715	0.000667	0.000654
-0.475	0.003172	0.000521	0.000596
-0.425	0.004577	0.000608	0.000652
-0.375	0.005187	0.000634	0.000754
-0.325	0.005233	0.000632	0.000765
-0.275	0.005823	0.000645	0.000843
-0.225	0.005276	0.000624	0.000758
-0.175	0.007281	0.000707	0.00104
-0.125	0.008323	0.000795	0.001192
-0.075	0.00893	0.000801	0.001293
-0.025	0.009094	0.000841	0.001332
0.025	0.009086	0.000838	0.001344
0.075	0.009037	0.000843	0.001342
0.125	0.010625	0.000924	0.001574
0.175	0.01319	0.001105	0.001922
0.225	0.017611	0.0014	0.002495
0.275	0.01462	0.001391	0.00213
0.325	0.013239	0.001359	0.001929
0.375	0.012838	0.001353	0.001871
0.425	0.01692	0.0017	0.002466
0.475	0.014156	0.0016	0.002063
0.525	0.018863	0.001868	0.002749
0.575	0.019043	0.001856	0.002775
0.625	0.019519	0.002018	0.002844
0.675	0.01377	0.001788	0.002006
End			
Measurement			
28			
Q2			
1.8			
W			
1.73			
Ps			
390			
Bin	F2n*Pp	StErr	SysErr
-0.975	0	0	0.000678
-0.925	0	0	0.000705
-0.875	0	0	0.00073
-0.825	0	0	0.000755
-0.775	0.005747	0.00257	0.000786
-0.725	0.005475	0.001176	0.000809
-0.675	0.003228	0.00062	0.000829
-0.625	0.00383	0.000613	0.000852
-0.575	0.005151	0.000797	0.00088
-0.525	0.007965	0.00093	0.001051
-0.475	0.008083	0.000935	0.001064
-0.425	0.007635	0.000796	0.001008
-0.375	0.009502	0.000873	0.001267
-0.325	0.008824	0.000876	0.001181
-0.275	0.008442	0.000772	0.001126
-0.225	0.01106	0.000871	0.001477
-0.175	0.012658	0.000908	0.001702
-0.125	0.011419	0.000833	0.001544
-0.075	0.014804	0.000962	0.002009
-0.025	0.013636	0.000897	0.001844
0.025	0.015953	0.000995	0.002135
0.075	0.017061	0.001048	0.002284
0.125	0.020257	0.001129	0.002742
0.175	0.02044	0.001112	0.002765
0.225	0.02324	0.001268	0.003105
0.275	0.023607	0.001349	0.003193
0.325	0.026915	0.001566	0.003641
0.375	0.024871	0.001583	0.003364
0.425	0.025695	0.001738	0.003476
0.475	0.032157	0.002101	0.00435
0.525	0.029781	0.002071	0.004028
0.575	0.030893	0.002236	0.004179
0.625	0.028447	0.00207	0.003848
0.675	0.027347	0.002118	0.003699
End			
Measurement			
29			
Q2			
1.8			
W			
2.02			
Ps			
390			
Bin	F2n*Pp	StErr	SysErr
-0.975	0	0	0.000796
-0.925	0	0	0.000827
-0.875	0	0	0.000857
-0.825	0	0	0.000886
-0.775	-0.02604	0	0.002461
-0.725	0.003058	0.000996	0.000981
-0.675	0.005573	0.000652	0.00103
-0.625	0.005429	0.0005	0.001026
-0.575	0.005192	0.000425	0.001043
-0.525	0.008649	0.000527	0.001159
-0.475	0.008402	0.00051	0.001119
-0.425	0.008777	0.000512	0.001165
-0.375	0.010002	0.000544	0.001324
-0.325	0.010108	0.000553	0.001333
-0.275	0.011096	0.000629	0.001456
-0.225	0.012285	0.000708	0.001608
-0.175	0.011448	0.000692	0.001497
-0.125	0.012375	0.000694	0.001616
-0.075	0.016151	0.000855	0.002106
-0.025	0.017239	0.000892	0.002247
0.025	0.0176	0.00089	0.002295
0.075	0.020666	0.000945	0.002694
0.125	0.024261	0.000992	0.00316
0.175	0.024664	0.000986	0.003211
0.225	0.028447	0.001036	0.003703
0.275	0.03068	0.001084	0.003994
0.325	0.032791	0.001119	0.004269
0.375	0.032551	0.001156	0.004238
0.425	0.037605	0.001334	0.004896
0.475	0.037207	0.001421	0.004844
0.525	0.041784	0.001582	0.00544
0.575	0.039555	0.001561	0.005149
0.625	0.04695	0.001782	0.006112
0.675	0.047203	0.001879	0.006145
End			
Measurement			
30			
Q2			
1.8			
W			
2.4			
Ps			
390			
Bin	F2n*Pp	StErr	SysErr
-0.975	0	0	0.00098
-0.925	0	0	0.001018
-0.875	0	0	0.001055
-0.825	0	0	0.001091
-0.775	0	0	0.001126
-0.725	0	0	0.001161
-0.675	0.002228	0.002228	0.001206
-0.625	0.01	0.00215	0.001506
-0.575	0.010049	0.00125	0.001474
-0.525	0.010252	0.000867	0.001489
-0.475	0.009418	0.000667	0.001468
-0.425	0.011602	0.000651	0.001679
-0.375	0.014601	0.000679	0.002063
-0.325	0.014189	0.000598	0.001978
-0.275	0.015675	0.00059	0.002176
-0.225	0.016453	0.000599	0.00227
-0.175	0.018084	0.0006	0.002474
-0.125	0.02056	0.000603	0.00281
-0.075	0.022364	0.000578	0.003075
-0.025	0.023342	0.00058	0.003217
0.025	0.02728	0.000627	0.003755
0.075	0.030456	0.000635	0.00419
0.125	0.032561	0.000627	0.00448
0.175	0.036056	0.00064	0.004974
0.225	0.039823	0.000676	0.005523
0.275	0.04137	0.000661	0.005754
0.325	0.047833	0.000693	0.006653
0.375	0.051456	0.000694	0.007157
0.425	0.056999	0.000718	0.007928
0.475	0.066837	0.000784	0.009296
0.525	0.078225	0.000867	0.01088
0.575	0.099412	0.001088	0.013827
0.625	0.121417	0.001334	0.016887
0.675	0.153198	0.001742	0.021308
End			
Measurement			
32			
Q2			
2.8			
W			
1.25			
Ps			
390			
Bin	F2n*Pp	StErr	SysErr
-0.975	0	0	0.000182
-0.925	0	0	0.000189
-0.875	0	0	0.000196
-0.825	0.00316	0.001824	0.000524
-0.775	0.00023	0.000407	0.000211
-0.725	0.000706	0.000327	0.000228
-0.675	0.001346	0.000399	0.000262
-0.625	0.001649	0.000372	0.000284
-0.575	0.002053	0.00042	0.000347
-0.525	0.001061	0.000294	0.000269
-0.475	0.001449	0.000308	0.000303
-0.425	0.001808	0.000331	0.000335
-0.375	0.002	0.000336	0.000347
-0.325	0.00295	0.000412	0.000512
-0.275	0.00316	0.000449	0.000563
-0.225	0.002908	0.000378	0.00053
-0.175	0.002046	0.000342	0.000393
-0.125	0.002704	0.000376	0.0005
-0.075	0.003082	0.000371	0.000557
-0.025	0.003516	0.000399	0.00062
0.025	0.004476	0.00045	0.000771
0.075	0.004463	0.000449	0.000768
0.125	0.003915	0.000437	0.000689
0.175	0.004114	0.000437	0.000729
0.225	0.004778	0.000486	0.000839
0.275	0.005368	0.000539	0.000951
0.325	0.005688	0.00055	0.001008
0.375	0.005926	0.00062	0.00105
0.425	0.004856	0.000537	0.00086
0.475	0.007007	0.000709	0.001241
0.525	0.007391	0.000787	0.001309
0.575	0.005776	0.00063	0.001023
0.625	0.00554	0.00065	0.000981
0.675	0.004765	0.000629	0.000844
End			
Measurement			
33			
Q2			
2.8			
W			
1.5			
Ps			
390			
Bin	F2n*Pp	StErr	SysErr
-0.975	0	0	0.000231
-0.925	0	0	0.00024
-0.875	0	0	0.000249
-0.825	0	0	0.000257
-0.775	0.004478	0.001493	0.000622
-0.725	0.001312	0.000423	0.000281
-0.675	0.001338	0.000346	0.000289
-0.625	0.001565	0.000307	0.000299
-0.575	0.00171	0.0003	0.00031
-0.525	0.002159	0.000318	0.000328
-0.475	0.002099	0.000316	0.000338
-0.425	0.002371	0.000298	0.000351
-0.375	0.002199	0.000284	0.000349
-0.325	0.002218	0.00028	0.000357
-0.275	0.003025	0.000312	0.000429
-0.225	0.003303	0.00032	0.000471
-0.175	0.003213	0.000297	0.000458
-0.125	0.004317	0.00035	0.000616
-0.075	0.004426	0.000364	0.000634
-0.025	0.004677	0.000374	0.000672
0.025	0.00554	0.000383	0.000798
0.075	0.00508	0.000368	0.00073
0.125	0.004918	0.000354	0.000701
0.175	0.006075	0.000402	0.000862
0.225	0.005811	0.0004	0.000824
0.275	0.007206	0.000468	0.001022
0.325	0.006908	0.000483	0.00098
0.375	0.009002	0.000596	0.001277
0.425	0.007187	0.000543	0.00102
0.475	0.007317	0.000564	0.001038
0.525	0.006742	0.000555	0.000957
0.575	0.007337	0.000562	0.001041
0.625	0.007998	0.000621	0.001135
0.675	0.006196	0.000521	0.000879
End			
Measurement			
34			
Q2			
2.8			
W			
1.73			
Ps			
390			
Bin	F2n*Pp	StErr	SysErr
-0.975	0	0	0.000404
-0.925	0	0	0.00042
-0.875	0	0	0.000435
-0.825	0	0	0.000449
-0.775	0	0	0.000464
-0.725	0.002557	0.000771	0.000487
-0.675	0.00245	0.000496	0.0005
-0.625	0.002352	0.000406	0.000511
-0.575	0.003091	0.000394	0.000527
-0.525	0.00382	0.000415	0.000545
-0.475	0.003807	0.0004	0.000561
-0.425	0.003593	0.000372	0.000573
-0.375	0.003585	0.00034	0.000585
-0.325	0.004835	0.000393	0.00065
-0.275	0.004623	0.000378	0.000624
-0.225	0.005124	0.000386	0.00069
-0.175	0.005757	0.000429	0.000773
-0.125	0.006435	0.00045	0.000865
-0.075	0.007421	0.000477	0.001001
-0.025	0.007585	0.00049	0.001026
0.025	0.008799	0.000509	0.001194
0.075	0.008957	0.000501	0.00122
0.125	0.010042	0.000513	0.001371
0.175	0.010877	0.000521	0.001483
0.225	0.010798	0.000526	0.001464
0.275	0.012827	0.000569	0.001749
0.325	0.013471	0.000631	0.001837
0.375	0.013788	0.000656	0.00188
0.425	0.013332	0.00068	0.001818
0.475	0.013947	0.000729	0.001902
0.525	0.015222	0.000786	0.002076
0.575	0.01498	0.000844	0.002043
0.625	0.014056	0.000806	0.001917
0.675	0.013812	0.000811	0.001883
End			
Measurement			
35			
Q2			
2.8			
W			
2.02			
Ps			
390			
Bin	F2n*Pp	StErr	SysErr
-0.975	0	0	0.000521
-0.925	0	0	0.000542
-0.875	0	0	0.000561
-0.825	0	0	0.00058
-0.775	0	0	0.000599
-0.725	0.002607	0.004609	0.00065
-0.675	0.003425	0.001142	0.000688
-0.625	0.002526	0.000621	0.000681
-0.575	0.002819	0.000513	0.000693
-0.525	0.004531	0.000463	0.000724
-0.475	0.00615	0.000483	0.000835
-0.425	0.005534	0.000401	0.000745
-0.375	0.006632	0.00039	0.000882
-0.325	0.005855	0.000339	0.000773
-0.275	0.007285	0.000392	0.000956
-0.225	0.008554	0.000432	0.001119
-0.175	0.008293	0.000406	0.001083
-0.125	0.009437	0.000422	0.001231
-0.075	0.009855	0.000428	0.001285
-0.025	0.010663	0.000437	0.001389
0.025	0.011374	0.000466	0.001482
0.075	0.012776	0.000462	0.001664
0.125	0.012859	0.000465	0.001675
0.175	0.015837	0.00052	0.002063
0.225	0.016897	0.000527	0.002201
0.275	0.016445	0.000514	0.002142
0.325	0.017495	0.000526	0.002279
0.375	0.019648	0.00059	0.00256
0.425	0.020668	0.00065	0.002693
0.475	0.021791	0.000722	0.002839
0.525	0.022873	0.000771	0.00298
0.575	0.022411	0.000783	0.00292
0.625	0.022693	0.000804	0.002956
0.675	0.02207	0.000815	0.002875
End			
Measurement			
36			
Q2			
2.8			
W			
2.4			
Ps			
390			
Bin	F2n*Pp	StErr	SysErr
-0.975	0	0	0.000729
-0.925	0	0	0.000757
-0.875	0	0	0.000785
-0.825	0	0	0.000811
-0.775	0	0	0.000838
-0.725	0	0	0.000864
-0.675	0	0	0.000888
-0.625	0	0	0.000912
-0.575	0	0	0.000938
-0.525	0	0	0.000963
-0.475	0.008097	0.004675	0.001155
-0.425	0.003135	0.001868	0.001028
-0.375	0.008618	0.001767	0.00123
-0.325	0.0112	0.001255	0.001598
-0.275	0.010545	0.000972	0.001488
-0.225	0.010118	0.00081	0.001405
-0.175	0.012039	0.000816	0.00164
-0.125	0.016525	0.00082	0.002231
-0.075	0.014006	0.000653	0.00189
-0.025	0.017662	0.000677	0.002377
0.025	0.01891	0.000675	0.002533
0.075	0.020953	0.000645	0.002803
0.125	0.02211	0.000594	0.002962
0.175	0.022357	0.000558	0.002993
0.225	0.025259	0.000561	0.003373
0.275	0.028159	0.000573	0.00377
0.325	0.029128	0.000548	0.0039
0.375	0.030166	0.000536	0.004039
0.425	0.031515	0.000521	0.00422
0.475	0.035175	0.000554	0.00471
0.525	0.036141	0.000583	0.004839
0.575	0.039254	0.000655	0.005256
0.625	0.041339	0.000708	0.005535
0.675	0.044758	0.000792	0.005993
End			
Measurement			
38			
Q2			
1.8			
W			
1.25			
Ps			
460			
Bin	F2n*Pp	StErr	SysErr
-0.975	0	0	0.000124
-0.925	0	0	0.000137
-0.875	0	0	0.000151
-0.825	0	0	0.000163
-0.775	0.000565	0.000403	0.000184
-0.725	0.00086	0.000373	0.000205
-0.675	0.000884	0.00027	0.000217
-0.625	0.001129	0.000291	0.000236
-0.575	0.002256	0.000429	0.000359
-0.525	0.00188	0.000362	0.000301
-0.475	0.001836	0.000383	0.000305
-0.425	0.001583	0.00036	0.000302
-0.375	0.00175	0.000351	0.000321
-0.325	0.002917	0.000427	0.000494
-0.275	0.002365	0.000388	0.000393
-0.225	0.003563	0.000491	0.000593
-0.175	0.002749	0.000425	0.000466
-0.125	0.003513	0.000497	0.000598
-0.075	0.003924	0.00054	0.00066
-0.025	0.005639	0.000694	0.000954
0.025	0.004408	0.000612	0.000763
0.075	0.005655	0.000642	0.000983
0.125	0.00696	0.000896	0.001193
0.175	0.006838	0.000857	0.001153
0.225	0.008808	0.00106	0.001456
0.275	0.010074	0.001299	0.001698
0.325	0.010817	0.001325	0.001823
0.375	0.007751	0.001257	0.001307
0.425	0.008599	0.001122	0.00145
0.475	0.013643	0.001843	0.0023
0.525	0.009649	0.001384	0.001627
0.575	0.013354	0.001908	0.002251
0.625	0.013305	0.001778	0.002243
0.675	0.013358	0.001949	0.002252
End			
Measurement			
39			
Q2			
1.8			
W			
1.5			
Ps			
460			
Bin	F2n*Pp	StErr	SysErr
-0.975	0	0	0.000145
-0.925	0	0	0.000161
-0.875	0	0	0.000177
-0.825	0	0	0.000192
-0.775	0.000743	0.000531	0.00021
-0.725	0.000648	0.000245	0.000222
-0.675	0.00121	0.000273	0.000241
-0.625	0.001372	0.000282	0.000256
-0.575	0.001769	0.000328	0.000272
-0.525	0.00137	0.000275	0.000277
-0.475	0.00141	0.000247	0.000289
-0.425	0.002275	0.000314	0.000317
-0.375	0.001957	0.000264	0.00032
-0.325	0.002242	0.000294	0.000336
-0.275	0.003621	0.000343	0.000511
-0.225	0.003031	0.000312	0.00043
-0.175	0.003475	0.000344	0.0005
-0.125	0.003713	0.000339	0.000538
-0.075	0.004155	0.000372	0.000603
-0.025	0.005615	0.000462	0.000814
0.025	0.004922	0.000436	0.000712
0.075	0.005699	0.000456	0.000826
0.125	0.006224	0.000478	0.000909
0.175	0.007326	0.000577	0.001077
0.225	0.008972	0.000697	0.001327
0.275	0.009878	0.000823	0.001466
0.325	0.01365	0.001028	0.002025
0.375	0.012901	0.001054	0.001914
0.425	0.010842	0.001014	0.001609
0.475	0.01574	0.001254	0.002335
0.525	0.012765	0.001092	0.001894
0.575	0.011157	0.001055	0.001655
0.625	0.013434	0.001219	0.001993
0.675	0.014651	0.001396	0.002174
End			
Measurement			
40			
Q2			
1.8			
W			
1.73			
Ps			
460			
Bin	F2n*Pp	StErr	SysErr
-0.975	0	0	0.000233
-0.925	0	0	0.000259
-0.875	0	0	0.000285
-0.825	0	0	0.000308
-0.775	0.003351	0.001934	0.000449
-0.725	0.002165	0.000523	0.00036
-0.675	0.001354	0.000247	0.000378
-0.625	0.001999	0.000285	0.0004
-0.575	0.002556	0.000308	0.00042
-0.525	0.00276	0.000316	0.000439
-0.475	0.003041	0.000352	0.000459
-0.425	0.002594	0.000306	0.000475
-0.375	0.003276	0.000333	0.000496
-0.325	0.003811	0.000389	0.000515
-0.275	0.004988	0.000469	0.000666
-0.225	0.003808	0.000368	0.000545
-0.175	0.005024	0.000422	0.000673
-0.125	0.006615	0.000456	0.000889
-0.075	0.006805	0.000474	0.000921
-0.025	0.007103	0.000502	0.000965
0.025	0.008061	0.000514	0.001096
0.075	0.010496	0.000574	0.001428
0.125	0.01153	0.000586	0.001571
0.175	0.011988	0.000612	0.001632
0.225	0.012595	0.000632	0.001712
0.275	0.015125	0.000759	0.00206
0.325	0.01733	0.000887	0.00236
0.375	0.020045	0.001073	0.002729
0.425	0.019214	0.00112	0.002616
0.475	0.020817	0.001198	0.002835
0.525	0.022138	0.00131	0.003014
0.575	0.024206	0.00143	0.003296
0.625	0.025409	0.001533	0.00346
0.675	0.026025	0.001566	0.003544
End			
Measurement			
41			
Q2			
1.8			
W			
2.02			
Ps			
460			
Bin	F2n*Pp	StErr	SysErr
-0.975	0	0	0.000279
-0.925	0	0	0.00031
-0.875	0	0	0.00034
-0.825	0	0	0.000368
-0.775	0	0	0.000396
-0.725	0.003369	0.001507	0.000502
-0.675	0.00147	0.000347	0.000461
-0.625	0.002321	0.000323	0.000501
-0.575	0.002735	0.000249	0.000518
-0.525	0.003638	0.000242	0.000543
-0.475	0.003601	0.000212	0.000558
-0.425	0.003869	0.000223	0.000575
-0.375	0.004247	0.000218	0.00059
-0.325	0.004962	0.00025	0.000653
-0.275	0.00519	0.000277	0.000681
-0.225	0.005939	0.000322	0.000776
-0.175	0.006716	0.000344	0.000875
-0.125	0.007431	0.000373	0.000968
-0.075	0.007868	0.000412	0.001025
-0.025	0.009877	0.00047	0.001288
0.025	0.009926	0.000472	0.001294
0.075	0.011959	0.000509	0.001558
0.125	0.012691	0.000519	0.001652
0.175	0.015763	0.00058	0.002051
0.225	0.017368	0.000599	0.002259
0.275	0.019062	0.000618	0.00248
0.325	0.020603	0.000648	0.00268
0.375	0.024474	0.000782	0.003184
0.425	0.026897	0.000842	0.003499
0.475	0.026579	0.000893	0.003458
0.525	0.028287	0.000987	0.00368
0.575	0.030704	0.001054	0.003994
0.625	0.034361	0.001141	0.00447
0.675	0.033572	0.001222	0.004368
End			
Measurement			
42			
Q2			
1.8			
W			
2.4			
Ps			
460			
Bin	F2n*Pp	StErr	SysErr
-0.975	0	0	0.00034
-0.925	0	0	0.000378
-0.875	0	0	0.000415
-0.825	0	0	0.000449
-0.775	0	0	0.000482
-0.725	0	0	0.000515
-0.675	0	0	0.000546
-0.625	0	0	0.000575
-0.575	0	0	0.000604
-0.525	0.004627	0.001542	0.000714
-0.475	0.004361	0.000833	0.000729
-0.425	0.004899	0.000637	0.000769
-0.375	0.005213	0.000463	0.000778
-0.325	0.006525	0.000411	0.000916
-0.275	0.007686	0.000388	0.001057
-0.225	0.008129	0.000364	0.001108
-0.175	0.009431	0.000357	0.001285
-0.125	0.010899	0.000346	0.001481
-0.075	0.012483	0.000346	0.001688
-0.025	0.013045	0.000334	0.001761
0.025	0.014183	0.000337	0.001917
0.075	0.016227	0.000343	0.0022
0.125	0.020121	0.00037	0.00274
0.175	0.023903	0.000396	0.003266
0.225	0.025966	0.000403	0.003555
0.275	0.028279	0.000407	0.003875
0.325	0.032641	0.00042	0.004473
0.375	0.038109	0.000444	0.005222
0.425	0.048144	0.000498	0.006597
0.475	0.065319	0.000593	0.00895
0.525	0.08965	0.000749	0.012284
0.575	0.115405	0.000961	0.015814
0.625	0.140097	0.001161	0.019197
0.675	0.149629	0.001479	0.020503
End			
Measurement			
44			
Q2			
2.8			
W			
1.25			
Ps			
460			
Bin	F2n*Pp	StErr	SysErr
-0.975	0	0	0.000063
-0.925	0	0	0.00007
-0.875	0	0	0.000077
-0.825	0	0	0.000083
-0.775	-0.000811	0.000345	0.000136
-0.725	0.000822	0.000271	0.000149
-0.675	0.000604	0.00022	0.000127
-0.625	0.000437	0.000154	0.00012
-0.575	0.000674	0.000174	0.000137
-0.525	0.000912	0.000195	0.000161
-0.475	0.000311	0.000132	0.000128
-0.425	0.000776	0.00016	0.000163
-0.375	0.000649	0.000154	0.000155
-0.325	0.001268	0.000196	0.000231
-0.275	0.000985	0.000168	0.000187
-0.225	0.001467	0.00021	0.000265
-0.175	0.001395	0.000192	0.000249
-0.125	0.001335	0.000186	0.000237
-0.075	0.001704	0.000208	0.000303
-0.025	0.002056	0.000225	0.000364
0.025	0.002227	0.000229	0.000391
0.075	0.002451	0.000236	0.000425
0.125	0.002493	0.000246	0.000426
0.175	0.003215	0.000282	0.000544
0.225	0.003795	0.000334	0.000642
0.275	0.003965	0.00034	0.000671
0.325	0.003521	0.000337	0.000596
0.375	0.004091	0.000401	0.000693
0.425	0.004369	0.000426	0.00074
0.475	0.003941	0.000404	0.000667
0.525	0.00425	0.000421	0.00072
0.575	0.005251	0.000484	0.000889
0.625	0.004943	0.000467	0.000837
0.675	0.004406	0.000478	0.000746
End			
Measurement			
45			
Q2			
2.8			
W			
1.5			
Ps			
460			
Bin	F2n*Pp	StErr	SysErr
-0.975	0	0	0.000079
-0.925	0	0	0.000088
-0.875	0	0	0.000097
-0.825	0	0	0.000105
-0.775	0.000645	0.000645	0.000117
-0.725	0.000211	0.000149	0.000121
-0.675	0.000721	0.000179	0.000133
-0.625	0.000696	0.000152	0.000139
-0.575	0.000723	0.00015	0.000146
-0.525	0.001016	0.000157	0.000157
-0.475	0.00083	0.000135	0.00016
-0.425	0.000957	0.000133	0.000168
-0.375	0.000919	0.000122	0.000173
-0.325	0.001073	0.00014	0.000182
-0.275	0.001073	0.000147	0.000189
-0.225	0.001523	0.000158	0.000223
-0.175	0.001692	0.000158	0.000246
-0.125	0.00203	0.000178	0.000295
-0.075	0.002199	0.000181	0.000322
-0.025	0.002518	0.000194	0.000368
0.025	0.002218	0.000173	0.000321
0.075	0.002978	0.000201	0.000429
0.125	0.003099	0.000205	0.000446
0.175	0.003357	0.000211	0.000483
0.225	0.004662	0.000266	0.00067
0.275	0.004363	0.000263	0.000627
0.325	0.004568	0.000289	0.000657
0.375	0.004969	0.000314	0.000715
0.425	0.005864	0.000364	0.000843
0.475	0.005887	0.000377	0.000847
0.525	0.005768	0.00038	0.00083
0.575	0.004525	0.000329	0.000651
0.625	0.005521	0.000406	0.000794
0.675	0.004639	0.000356	0.000667
End			
Measurement			
46			
Q2			
2.8			
W			
1.73			
Ps			
460			
Bin	F2n*Pp	StErr	SysErr
-0.975	0	0	0.000138
-0.925	0	0	0.000154
-0.875	0	0	0.000169
-0.825	0	0	0.000183
-0.775	0	0	0.000196
-0.725	0.000493	0.000493	0.000213
-0.675	0.000715	0.000325	0.000229
-0.625	0.000817	0.000221	0.000243
-0.575	0.001444	0.000227	0.000258
-0.525	0.001382	0.000213	0.000263
-0.475	0.001601	0.0002	0.000276
-0.425	0.00158	0.000175	0.000285
-0.375	0.001859	0.000179	0.000295
-0.325	0.002489	0.000208	0.000335
-0.275	0.00246	0.000206	0.00033
-0.225	0.002482	0.000203	0.000334
-0.175	0.002324	0.000197	0.000338
-0.125	0.003083	0.000217	0.000421
-0.075	0.003554	0.000238	0.000483
-0.025	0.004151	0.000243	0.000565
0.025	0.00511	0.000284	0.000699
0.075	0.005033	0.00027	0.000691
0.125	0.005198	0.000262	0.000715
0.175	0.006231	0.000297	0.000856
0.225	0.007435	0.000321	0.001017
0.275	0.0084	0.000347	0.001154
0.325	0.009794	0.000396	0.001346
0.375	0.009804	0.000425	0.001347
0.425	0.010379	0.000456	0.001426
0.475	0.009562	0.000452	0.001314
0.525	0.010641	0.000514	0.001462
0.575	0.009847	0.0005	0.001353
0.625	0.00895	0.000461	0.00123
0.675	0.010141	0.000532	0.001393
End			
Measurement			
47			
Q2			
2.8			
W			
2.02			
Ps			
460			
Bin	F2n*Pp	StErr	SysErr
-0.975	0	0	0.000184
-0.925	0	0	0.000205
-0.875	0	0	0.000225
-0.825	0	0	0.000243
-0.775	0	0	0.000261
-0.725	0	0	0.000279
-0.675	0	0	0.000296
-0.625	0.002262	0.001306	0.000353
-0.575	0.001215	0.000544	0.000339
-0.525	0.002025	0.000478	0.000372
-0.475	0.002162	0.000322	0.000379
-0.425	0.002315	0.00028	0.000388
-0.375	0.002369	0.000224	0.000397
-0.325	0.002969	0.00022	0.00041
-0.275	0.003647	0.000232	0.000486
-0.225	0.003482	0.000218	0.00046
-0.175	0.003486	0.000203	0.000458
-0.125	0.004102	0.000206	0.000537
-0.075	0.005147	0.00023	0.000672
-0.025	0.006004	0.000243	0.000782
0.025	0.00712	0.000261	0.000927
0.075	0.00716	0.000257	0.000932
0.125	0.009105	0.00029	0.001186
0.175	0.010098	0.000297	0.001315
0.225	0.01083	0.000304	0.001409
0.275	0.011962	0.000316	0.001557
0.325	0.012394	0.000334	0.001614
0.375	0.014546	0.000385	0.001894
0.425	0.014306	0.000421	0.001863
0.475	0.015444	0.000463	0.002011
0.525	0.015591	0.000475	0.00203
0.575	0.016289	0.0005	0.002121
0.625	0.016445	0.000533	0.002141
0.675	0.017916	0.00058	0.002333
End			
Measurement			
48			
Q2			
2.8			
W			
2.4			
Ps			
460			
Bin	F2n*Pp	StErr	SysErr
-0.975	0	0	0.000254
-0.925	0	0	0.000283
-0.875	0	0	0.000311
-0.825	0	0	0.000336
-0.775	0	0	0.000361
-0.725	0	0	0.000385
-0.675	0	0	0.000409
-0.625	0	0	0.000431
-0.575	0	0	0.000452
-0.525	0	0	0.000472
-0.475	0	0	0.000492
-0.425	0	0	0.000511
-0.375	0	0	0.000529
-0.325	0.004387	0.003134	0.000625
-0.275	0.003508	0.001232	0.000599
-0.225	0.005258	0.000841	0.000749
-0.175	0.005986	0.000625	0.000832
-0.125	0.006976	0.00051	0.000952
-0.075	0.007986	0.000434	0.001075
-0.025	0.008974	0.000424	0.001198
0.025	0.010715	0.000416	0.001424
0.075	0.011652	0.000384	0.001544
0.125	0.014003	0.000375	0.001852
0.175	0.01509	0.000362	0.001994
