	0.3	0.938	0.036	0.129				
	0.5	1.094	0.04	0.152				
	0.7	1.139	0.044	0.159				
	0.9	1.192	0.047	0.166				
	-0.9	1.192	0.056	0.163				
	-0.7	1.164	0.052	0.161				
	-0.5	1.055	0.046	0.147				
	-0.3	0.881	0.043	0.122				
	-0.1	0.913	0.044	0.127				
	0.1	0.91	0.045	0.127				
	0.3	1.03	0.047	0.144				
	0.5	1.082	0.051	0.153				
	0.7	1.006	0.05	0.141				
	0.9	1.23	0.056	0.172				
	-0.9	1.108	0.066	0.136				
	-0.7	1.052	0.034	0.126				
	-0.5	1.046	0.029	0.126				
	-0.3	1.071	0.026	0.13				
	-0.1	1.069	0.026	0.131				
	0.1	1.028	0.025	0.128				
	0.3	1.041	0.027	0.131				
	0.5	1.173	0.031	0.15				
	0.7	1.253	0.041	0.162				
	0.9	1.147	0.06	0.153				
	-0.9	1.08	0.037	0.128				
	-0.7	1.013	0.028	0.121				
	-0.5	1.101	0.027	0.133				
	-0.3	1.013	0.026	0.124				
	-0.1	0.936	0.025	0.116				
	0.1	0.992	0.026	0.124				
	0.3	0.975	0.026	0.125				
	0.5	1.03	0.028	0.133				
	0.7	1.105	0.032	0.145				
	0.9	1.154	0.039	0.152				
	-0.9	1.177	0.04	0.138				
	-0.7	1.135	0.033	0.135				
	-0.5	1.105	0.031	0.133				
	-0.3	0.932	0.029	0.115				
	-0.1	0.917	0.029	0.114				
	0.1	0.937	0.03	0.119				
	0.3	0.993	0.032	0.128				
	0.5	1.062	0.033	0.139				
	0.7	1.114	0.036	0.148				
	0.9	1.256	0.043	0.168				
	-0.9	1.217	0.05	0.144				
	-0.7	1.116	0.041	0.132				
	-0.5	1.035	0.039	0.125				
	-0.3	0.925	0.038	0.115				
	-0.1	0.871	0.037	0.11				
	0.1	0.931	0.038	0.12				
	0.3	0.963	0.039	0.126				
	0.5	1.101	0.041	0.147				
	0.7	1.231	0.047	0.167				
	0.9	1.233	0.052	0.168				
	-0.9	1.19	0.071	0.141				
	-0.7	1.068	0.029	0.121				
	-0.5	1.048	0.022	0.118				
	-0.3	1.018	0.019	0.115				
	-0.1	1.036	0.019	0.117				
	0.1	1.002	0.019	0.114				
	0.3	1.113	0.021	0.127				
	0.5	1.138	0.024	0.13				
	0.7	1.215	0.033	0.14				
	0.9	1.155	0.062	0.137				
	-0.9	1.035	0.032	0.118				
	-0.7	1.067	0.021	0.12				
	-0.5	1.021	0.02	0.115				
	-0.3	0.987	0.02	0.112				
	-0.1	0.962	0.02	0.11				
	0.1	0.92	0.019	0.105				
	0.3	1.018	0.021	0.117				
	0.5	1.089	0.022	0.125				
	0.7	1.131	0.025	0.13				
	0.9	1.134	0.034	0.132				
	-0.9	1.078	0.031	0.122				
	-0.7	1.13	0.025	0.128				
	-0.5	1.078	0.024	0.122				
	-0.3	0.931	0.022	0.106				
	-0.1	0.898	0.023	0.103				
	0.1	0.885	0.023	0.102				
	0.3	0.95	0.024	0.11				
	0.5	1.072	0.025	0.124				
	0.7	1.239	0.029	0.144				
	0.9	1.176	0.035	0.137				
	-0.9	1.194	0.04	0.136				
	-0.7	1.13	0.032	0.128				
	-0.5	0.992	0.03	0.112				
	-0.3	0.953	0.029	0.109				
	-0.1	0.862	0.029	0.099				
	0.1	0.896	0.03	0.104				
	0.3	0.949	0.031	0.111				
	0.5	1.046	0.032	0.123				
	0.7	1.23	0.035	0.144				
	0.9	1.294	0.043	0.153				
	-0.9	0.994	0.103	0.129				
	-0.7	1.099	0.036	0.126				
	-0.5	0.974	0.022	0.111				
	-0.3	0.958	0.019	0.109				
	-0.1	0.976	0.018	0.111				
	0.1	0.997	0.018	0.113				
	0.3	1.05	0.019	0.119				
	0.5	1.088	0.021	0.123				
	0.7	1.112	0.029	0.126				
	0.9	1.034	0.069	0.123				
	-0.9	0.894	0.039	0.103				
	-0.7	1.013	0.024	0.115				
	-0.5	0.964	0.021	0.109				
	-0.3	0.894	0.02	0.101				
	-0.1	0.87	0.019	0.098				
	0.1	0.871	0.019	0.099				
	0.3	0.947	0.019	0.107				
	0.5	1.016	0.019	0.115				
	0.7	1.069	0.021	0.121				
	0.9	1.017	0.029	0.115				
	-0.9	0.932	0.038	0.107				
	-0.7	1.104	0.031	0.125				
	-0.5	0.937	0.026	0.106				
	-0.3	0.796	0.023	0.09				
	-0.1	0.822	0.022	0.093				
	0.1	0.851	0.022	0.096				
	0.3	0.852	0.021	0.096				
	0.5	1.033	0.022	0.117				
	0.7	1.177	0.024	0.133				
	0.9	1.087	0.029	0.123				
	-0.9	0.988	0.056	0.114				
	-0.7	1.02	0.041	0.116				
	-0.5	0.93	0.034	0.106				
	-0.3	0.801	0.03	0.091				
	-0.1	0.777	0.028	0.088				
	0.1	0.744	0.027	0.085				
	0.3	0.833	0.026	0.094				
	0.5	0.988	0.027	0.112				
	0.7	1.285	0.03	0.145				
	0.9	1.329	0.037	0.151				
	-0.9	1.401	0.077	0.196				
	-0.7	1.281	0.057	0.178				
	-0.5	1.227	0.05	0.168				
	-0.3	1.404	0.049	0.191				
	-0.1	1.351	0.047	0.183				
	0.1	1.265	0.047	0.172				
	0.3	1.346	0.05	0.182				
	0.5	1.425	0.054	0.193				
	0.7	1.603	0.061	0.215				
	0.9	1.797	0.078	0.242				
	-0.9	1.393	0.058	0.194				
	-0.7	1.396	0.052	0.192				
	-0.5	1.181	0.047	0.163				
	-0.3	1.313	0.047	0.181				
	-0.1	1.213	0.044	0.166				
	0.1	1.218	0.045	0.167				
	0.3	1.09	0.043	0.15				
	0.5	1.31	0.048	0.177				
	0.7	1.483	0.053	0.198				
	0.9	1.662	0.059	0.221				
	-0.9	1.581	0.067	0.222				
	-0.7	1.417	0.06	0.198				
	-0.5	1.328	0.054	0.184				
	-0.3	1.316	0.053	0.182				
	-0.1	1.198	0.052	0.166				
	0.1	1.233	0.055	0.17				
	0.3	1.123	0.051	0.155				
	0.5	1.411	0.057	0.192				
	0.7	1.461	0.061	0.195				
	0.9	1.549	0.061	0.205				
	-0.9	1.586	0.091	0.226				
	-0.7	1.582	0.081	0.223				
	-0.5	1.345	0.072	0.19				
	-0.3	1.339	0.07	0.188				
	-0.1	1.147	0.065	0.161				
	0.1	1.13	0.066	0.158				
	0.3	1.351	0.071	0.187				
	0.5	1.442	0.073	0.197				
	0.7	1.295	0.073	0.174				
	0.9	1.37	0.068	0.182				
	-0.9	1.245	0.066	0.17				
	-0.7	1.199	0.041	0.161				
	-0.5	1.169	0.035	0.156				
	-0.3	1.135	0.032	0.152				
	-0.1	1.155	0.031	0.155				
	0.1	1.157	0.031	0.155				
	0.3	1.179	0.033	0.159				
	0.5	1.143	0.036	0.154				
	0.7	1.185	0.04	0.159				
	0.9	1.297	0.06	0.178				
	-0.9	1.125	0.041	0.151				
	-0.7	1.209	0.035	0.162				
	-0.5	1.108	0.031	0.15				
	-0.3	1.073	0.03	0.145				
	-0.1	1.041	0.03	0.141				
	0.1	0.968	0.029	0.131				
	0.3	1.072	0.031	0.145				
	0.5	1.051	0.033	0.143				
	0.7	1.141	0.036	0.154				
	0.9	1.14	0.041	0.162				
	-0.9	1.264	0.045	0.169				
	-0.7	1.211	0.04	0.164				
	-0.5	1.174	0.037	0.16				
	-0.3	1.045	0.035	0.142				
	-0.1	1.039	0.035	0.142				
	0.1	1.028	0.036	0.141				
	0.3	1.008	0.036	0.138				
	0.5	1.078	0.038	0.148				
	0.7	1.186	0.042	0.161				
	0.9	1.22	0.043	0.165				
	-0.9	1.385	0.061	0.185				
	-0.7	1.182	0.049	0.16				
	-0.5	1.029	0.047	0.141				
	-0.3	1.002	0.044	0.138				
	-0.1	0.977	0.045	0.135				
	0.1	1.021	0.046	0.141				
	0.3	1.055	0.047	0.146				
	0.5	1.083	0.046	0.15				
	0.7	1.05	0.049	0.144				
	0.9	1.298	0.055	0.178				
	-0.9	1.013	0.057	0.123				
	-0.7	1.138	0.034	0.135				
	-0.5	1.011	0.026	0.12				
	-0.3	1.054	0.024	0.127				
	-0.1	1.098	0.023	0.134				
	0.1	1.094	0.024	0.135				
	0.3	1.102	0.025	0.138				
	0.5	1.125	0.029	0.144				
	0.7	1.167	0.035	0.151				
	0.9	1.126	0.053	0.15				
	-0.9	1.148	0.036	0.135				
	-0.7	1.088	0.026	0.128				
	-0.5	1.101	0.024	0.131				
	-0.3	1.03	0.023	0.125				
	-0.1	0.949	0.023	0.116				
	0.1	1.014	0.024	0.127				
	0.3	1.029	0.025	0.131				
	0.5	1.074	0.026	0.139				
	0.7	1.083	0.029	0.142				
	0.9	1.192	0.037	0.159				
	-0.9	1.195	0.037	0.141				
	-0.7	1.104	0.029	0.13				
	-0.5	1.068	0.028	0.128				
	-0.3	0.993	0.028	0.121				
	-0.1	0.926	0.027	0.115				
	0.1	0.925	0.027	0.117				
	0.3	1.048	0.029	0.135				
	0.5	1.061	0.03	0.139				
	0.7	1.165	0.033	0.155				
	0.9	1.236	0.039	0.166				
	-0.9	1.143	0.044	0.135				
	-0.7	1.141	0.038	0.135				
	-0.5	1.011	0.035	0.121				
	-0.3	0.892	0.033	0.109				
	-0.1	0.856	0.033	0.107				
	0.1	0.848	0.034	0.109				
	0.3	0.911	0.034	0.119				
	0.5	0.991	0.036	0.132				
	0.7	1.06	0.039	0.144				
	0.9	1.292	0.048	0.177				
	-0.9	1.123	0.065	0.135				
	-0.7	1.158	0.028	0.133				
	-0.5	1.087	0.02	0.125				
	-0.3	1.092	0.018	0.125				
	-0.1	1.074	0.017	0.123				
	0.1	1.096	0.018	0.126				
	0.3	1.135	0.019	0.131				
	0.5	1.161	0.022	0.134				
	0.7	1.157	0.028	0.134				
	0.9	1.182	0.057	0.141				
	-0.9	1.105	0.03	0.128				
	-0.7	1.133	0.02	0.13				
	-0.5	1.036	0.018	0.12				
	-0.3	1.022	0.018	0.118				
	-0.1	1.044	0.019	0.121				
	0.1	0.944	0.018	0.109				
	0.3	0.986	0.019	0.114				
	0.5	1.036	0.019	0.12				
	0.7	1.12	0.022	0.13				
	0.9	1.115	0.03	0.131				
	-0.9	1.068	0.028	0.124				
	-0.7	1.181	0.024	0.137				
	-0.5	1.126	0.023	0.131				
	-0.3	0.944	0.021	0.11				
	-0.1	0.917	0.021	0.107				
	0.1	0.924	0.021	0.108				
	0.3	1.008	0.022	0.118				
	0.5	1.092	0.023	0.128				
	0.7	1.208	0.025	0.142				
	0.9	1.214	0.031	0.143				
	-0.9	1.124	0.037	0.131				
	-0.7	1.14	0.031	0.133				
	-0.5	1.084	0.029	0.127				
	-0.3	0.904	0.026	0.106				
	-0.1	0.85	0.026	0.1				
	0.1	0.894	0.026	0.105				
	0.3	0.927	0.027	0.11				
	0.5	1.066	0.029	0.126				
	0.7	1.182	0.031	0.14				
	0.9	1.326	0.039	0.159				
	-0.9	0.993	0.151	0.15				
	-0.7	1.072	0.048	0.125				
	-0.5	1.024	0.031	0.117				
	-0.3	1.013	0.025	0.115				
	-0.1	1.048	0.023	0.119				
	0.1	1.018	0.022	0.116				
	0.3	1.038	0.022	0.118				
	0.5	1.185	0.025	0.135				
	0.7	1.202	0.033	0.138				
	0.9	1.129	0.073	0.137				
	-0.9	1.008	0.062	0.12				
	-0.7	1.02	0.034	0.117				
	-0.5	1.074	0.031	0.123				
	-0.3	0.947	0.025	0.108				
	-0.1	0.869	0.023	0.099				
	0.1	0.927	0.023	0.106				
	0.3	0.935	0.021	0.107				
	0.5	1.06	0.022	0.121				
	0.7	1.103	0.023	0.126				
	0.9	1.036	0.031	0.12				
	-0.9	0.82	0.059	0.097				
	-0.7	1.172	0.048	0.135				
	-0.5	1.002	0.037	0.115				
	-0.3	0.887	0.032	0.102				
	-0.1	0.826	0.027	0.095				
	0.1	0.865	0.026	0.099				
	0.3	0.954	0.026	0.11				
	0.5	1.086	0.026	0.125				
	0.7	1.254	0.026	0.144				
	0.9	1.166	0.032	0.135				
	-0.9	1.228	0.126	0.154				
	-0.7	0.917	0.066	0.108				
	-0.5	0.92	0.053	0.107				
	-0.3	0.849	0.043	0.098				
	-0.1	0.845	0.037	0.098				
	0.1	0.854	0.033	0.099				
	0.3	0.863	0.031	0.1				
	0.5	1.035	0.03	0.12				
	0.7	1.244	0.032	0.144				
	0.9	1.35	0.04	0.157				
	-0.9	1.424	0.284	0.297				
	-0.7	1.163	0.172	0.212				
	-0.5	1.569	0.169	0.279				
	-0.3	1.346	0.153	0.24				
	-0.1	1.165	0.124	0.185				
	0.1	1.244	0.136	0.206				
	0.3	1.363	0.132	0.222				
	0.5	1.696	0.18	0.288				
	0.7	1.575	0.169	0.252				
	0.9	1.723	0.225	0.313				
	-0.9	1.372	0.179	0.255				
	-0.7	1.592	0.169	0.27				
	-0.5	1.252	0.16	0.221				
	-0.3	1.12	0.146	0.19				
	-0.1	0.923	0.13	0.161				
	0.1	1.341	0.135	0.213				
	0.3	1.12	0.136	0.181				
	0.5	1.34	0.137	0.209				
	0.7	1.373	0.151	0.222				
	0.9	1.311	0.149	0.215				
	-0.9	1.803	0.223	0.325				
	-0.7	1.808	0.2	0.322				
	-0.5	1.968	0.205	0.345				
	-0.3	1.097	0.174	0.185				
	-0.1	1.596	0.178	0.277				
	0.1	0.894	0.136	0.149				
	0.3	1.184	0.145	0.193				
	0.5	1.085	0.139	0.171				
	0.7	1.476	0.167	0.236				
	0.9	1.231	0.154	0.193				
	-0.9	1.963	0.314	0.357				
	-0.7	1.684	0.27	0.293				
	-0.5	1.384	0.266	0.266				
	-0.3	0.973	0.192	0.179				
	-0.1	1.336	0.211	0.24				
	0.1	1.161	0.195	0.198				
	0.3	0.813	0.158	0.139				
	0.5	1.207	0.206	0.197				
	0.7	1.334	0.208	0.217				
	0.9	0.939	0.16	0.145				
	-0.9	0.974	0.22	0.188				
	-0.7	1.349	0.137	0.185				
	-0.5	1.502	0.128	0.228				
	-0.3	1.244	0.093	0.185				
	-0.1	1.286	0.088	0.194				
	0.1	1.278	0.096	0.202				
	0.3	1.085	0.084	0.174				
	0.5	1.169	0.101	0.185				
	0.7	1.36	0.121	0.197				
	0.9	1.114	0.169	0.201				
	-0.9	1.431	0.152	0.223				
	-0.7	1.464	0.124	0.225				
	-0.5	1.348	0.104	0.194				
	-0.3	1.078	0.092	0.167				
	-0.1	1.132	0.092	0.172				
	0.1	0.999	0.084	0.154				
	0.3	1.294	0.095	0.205				
	0.5	1.357	0.102	0.214				
	0.7	1.14	0.095	0.184				
	0.9	1.365	0.131	0.236				
	-0.9	1.123	0.133	0.168				
	-0.7	1.235	0.12	0.186				
	-0.5	1.252	0.115	0.189				
	-0.3	1.139	0.112	0.181				
	-0.1	1.047	0.102	0.167				
	0.1	1.003	0.103	0.158				
	0.3	0.973	0.096	0.157				
	0.5	1.289	0.11	0.205				
	0.7	1.23	0.112	0.196				
	0.9	1.34	0.137	0.228				
	-0.9	1.162	0.188	0.175				
	-0.7	1.311	0.163	0.199				
	-0.5	1.069	0.15	0.172				
	-0.3	1.334	0.151	0.211				
	-0.1	1	0.14	0.164				
	0.1	0.749	0.107	0.122				
	0.3	0.854	0.11	0.139				
	0.5	1.069	0.124	0.174				
	0.7	0.865	0.121	0.146				
	0.9	1.22	0.149	0.195				
	-0.9	0.996	0.228	0.124				
	-0.7	1.067	0.115	0.147				
	-0.5	1.327	0.096	0.175				
	-0.3	1.184	0.079	0.154				
	-0.1	1.085	0.069	0.143				
	0.1	0.982	0.066	0.132				
	0.3	1.191	0.075	0.163				
	0.5	1.112	0.082	0.157				
	0.7	1.023	0.085	0.151				
	0.9	1.041	0.153	0.148				
	-0.9	1.128	0.12	0.156				
	-0.7	1.016	0.083	0.131				
	-0.5	1.163	0.087	0.151				
	-0.3	0.924	0.068	0.12				
	-0.1	0.922	0.074	0.124				
	0.1	0.942	0.071	0.127				
	0.3	0.997	0.071	0.138				
	0.5	1.025	0.073	0.146				
	0.7	0.991	0.077	0.146				
	0.9	1.071	0.098	0.165				
	-0.9	1.051	0.117	0.141				
	-0.7	1.235	0.105	0.16				
	-0.5	1.033	0.093	0.135				
	-0.3	0.812	0.077	0.106				
	-0.1	0.933	0.079	0.119				
	0.1	1.066	0.088	0.148				
	0.3	0.987	0.082	0.14				
	0.5	1.095	0.082	0.159				
	0.7	1.177	0.092	0.178				
	0.9	1.1	0.103	0.17				
	-0.9	1.182	0.177	0.168				
	-0.7	1.096	0.133	0.145				
	-0.5	0.883	0.114	0.117				
	-0.3	0.823	0.108	0.108				
	-0.1	0.861	0.104	0.118				
	0.1	0.957	0.101	0.133				
	0.3	0.974	0.1	0.139				
	0.5	1.006	0.099	0.148				
	0.7	1.355	0.12	0.201				
	0.9	1.133	0.125	0.18				
	-0.9	1.905	0.637	0.222				
	-0.7	1.406	0.203	0.223				
	-0.5	1.424	0.142	0.168				
	-0.3	1.108	0.093	0.147				
	-0.1	1.126	0.087	0.142				
	0.1	1.208	0.081	0.15				
	0.3	1.23	0.081	0.153				
	0.5	1.287	0.089	0.162				
	0.7	1.18	0.105	0.155				
	0.9	1.036	0.194	0.126				
	-0.9	0.901	0.201	0.105				
	-0.7	1.022	0.147	0.148				
	-0.5	1.082	0.111	0.145				
	-0.3	1.299	0.109	0.171				
	-0.1	0.97	0.086	0.124				
	0.1	1.006	0.081	0.129				
	0.3	1.117	0.081	0.144				
	0.5	1.15	0.079	0.148				
	0.7	1.202	0.081	0.152				
	0.9	0.913	0.095	0.122				
	-0.9	1.533	0.31	0.179				
	-0.7	1.119	0.174	0.131				
	-0.5	1.173	0.148	0.138				
	-0.3	0.909	0.132	0.128				
	-0.1	0.916	0.097	0.119				
	0.1	0.999	0.098	0.129				
	0.3	1.084	0.093	0.139				
	0.5	1.224	0.098	0.157				
	0.7	1.429	0.099	0.184				
	0.9	1.284	0.113	0.171				
	-0.9	0.821	0.357	0.097				
	-0.7	1.708	0.337	0.231				
	-0.5	0.995	0.215	0.15				
	-0.3	0.921	0.178	0.139				
	-0.1	0.889	0.141	0.111				
	0.1	0.926	0.121	0.125				
	0.3	0.922	0.111	0.119				
	0.5	1.176	0.113	0.152				
	0.7	1.388	0.117	0.179				
	0.9	1.272	0.131	0.171				
	0	0	0	0				
	0	0	0	0				
	0	0	0	0				
	0	0	0	0				
	0	0	0	0				
	0.1	-0.232	0.486	0.145				
	0.3	0.562	0.677	0.179				
	0.5	0.919	0.5	0.206				
	0.7	1.859	0.595	0.215				
	0.9	0.598	0.747	0.15				
	0	0	0	0				
	0	0	0	0				
	0	0	0	0				
	0	0	0	0				
	0	0	0	0				
	0	0	0	0				
	0.3	-0.578	0.327	0.283				
	0.5	0.758	0.314	0.188				
	0.7	1.775	0.323	0.233				
	0.9	1.016	0.367	0.124				
	0	0	0	0				
	0	0	0	0				
	0	0	0	0				
	0	0	0	0				
	0	0	0	0				
	0.1	1.132	2.014	0.287				
	0.3	0.351	0.538	0.084				
	0.5	0.904	0.374	0.141				
	0.7	2.183	0.421	0.252				
	0.9	1.231	0.388	0.143				
	0	0	0	0				
	0	0	0	0				
	0	0	0	0				
	0	0	0	0				
	0	0	0	0				
	0	0	0	0				
	0.3	-0.447	0.974	0.223				
	0.5	1.034	0.389	0.131				
	0.7	1.671	0.395	0.215				
	0.9	1.669	0.457	0.195				
			
								
								
